Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31
3,39,46,46,5,23,3,34,63,3,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
4,0,21,5,19,0,28,34,25,5,29,23,12,5,4,43,22,1,41,16,17,3,33,24,15,8,29,39,25,7,54,23,27,9
4,1,21,9,30,27,28,34,25,31,29,23,12,5,9,43,1,8,41,58,17,28,19,24,15,8,13,19,35,28,25,12,7,9
4,2,21,5,46,25,28,34,25,31,29,23,12,5,9,43,1,8,41,58,17,28,20,24,15,8,39,19,35,17,25,12,4,9
4,3,34,5,46,25,28,34,25,31,20,23,53,5,9,3,1,8,41,58,17,28,20,24,29,8,39,19,35,17,25,12,4,9
4,4,34,5,46,25,28,34,45,44,20,63,53,5,4,3,1,8,41,21,17,28,20,24,29,8,39,2,34,30,25,12,6,9
4,5,34,5,2,25,28,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,34,14,25,12,5,9
4,6,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,35,37,8,12,6,9
4,7,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,35,37,8,12,6,9
4,8,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,35,37,8,12,6,9
4,9,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,33,37,8,12,6,9
4,10,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,33,37,8,12,6,9
4,11,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,33,37,8,12,6,9
4,12,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,6,9
4,13,34,5,0,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,6,9
4,14,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,15,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,16,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,17,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,18,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,19,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,20,34,5,2,25,26,35,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,35,37,8,12,5,9
4,21,34,5,2,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,34,37,8,12,5,9
4,22,34,5,2,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,34,37,8,12,5,9
4,23,34,5,2,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,34,37,8,12,5,9
4,24,34,5,2,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,34,37,8,12,5,9
4,25,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,3,34,37,8,12,5,9
4,26,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,3,34,37,8,12,5,9
4,27,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,3,34,37,8,12,5,9
4,28,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,3,34,37,8,12,5,9
4,29,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,2,33,37,5,12,5,9
4,30,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,2,33,37,5,12,5,9
4,31,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,2,33,37,5,12,4,9
4,32,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,19,24,29,8,39,2,33,37,5,12,4,9
4,33,34,5,3,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,2,34,37,5,12,5,9
4,34,34,5,2,25,26,34,45,44,20,63,53,5,4,3,1,8,41,58,17,28,20,24,29,8,39,3,33,37,5,12,5,9
